SMILES,SENTENCE
C=C1C2CC3CC1C(C(C2)C3C)O,"resinous,spicy"
CC(CC1OCCC(C1)C)C,"rose,herbal"
CCC(=O)C(C)O,"mushroom,nut"
CC1CCCC(C1=O)(C)C,"fresh,mint,fruity"
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,"whiteflower,lemon,herbal,tropicalfruit,lily,plum,woody,balsamic,grape"
N#CC1C2CC3CC1CC(C2)C3,"woody,spicy,herbal,tobacco"
OC1C2CC3CC1CC(C2)C3,"fresh,camphor"
CCCCCC1=CCC(=O)O1,"tropicalfruit,dairy"
C/C=C(\C(=O)OCC=C(C)C)/C,"fruity,herbal"
O=CC1C(=CCC2C1C2(C)C)C,"camphor,resinous"
CCOC(=O)/C=C/SC,"sweet,alliaceous"
CC(=O)O,odorless
CCCCCOC(=O)C=Cc1ccccc1,"sweet,balsamic,spicy"
O=CC(c1ccccc1)C(C)C,"spicy,fresh,floral"
Cc1cccc2ccccc12,camphor
OC1CCCCCCCCCCC1,"woody,camphor,earthy"
Br/C=C/c1ccccc1,"hyacinth,resinous"
CC1CCOC(O1)/C=C/c1ccccc1,"cinnamon,aldehydic"
CCCCCC(=O)OC/C=C\CC,"banana,fatty,apple"
CCC(c1cccc2c1nccc2)C,"earthy,woody,leather,animalic"
CC/C=C\C=C\C=O,cooked
CCCCOC(=O)/C=C/C=C/C,"fruity,herbal"
CCC(CC)C=O,"sweet,green,ethereal,fruity,cacao"
CCCCOC(=O)C(OC(=O)C)(CC(=O)OCCCC)CC(=O)OCCCC,odorless
CC(=O)/C=C/1\[C@H]2CC[C@H]3[C@]1(C)CCCC([C@@H]23)(C)C,"woody,ethereal"
CC(C)c1ccc(cc1)C=O,"resinous,spicy,green,herbal"
CCCC(=O)OC1C=CC2C3CCC(C3)C12,"lactonic,whiteflower,balsamic,woody"
CC1(C)CC2C1CCC1(C)CCCC2(C1)OC=O,"woody,pepper,camphor"
CC(C)c1ccc(cc1)COC(=O)C,"lemon,fruity,sweet,herbal"
CC1OC2C(C1)CCCCCCCCCC2,"woody,ambery,floral"
OC1C2(C)CCC(C1(C)C)C2,"fresh,coniferous,camphor"
CC1=CC2C(CC1)C2(C)C,"pungent,coniferous,terpenic"
N#CC1CC(C)C=C(C1)C,"fruity,herbal,green,grass,green"
CC/C=C\C/C=C/C=C/C=O,"green,citrus"
C=CCCCCCC(=O)C,"fruity,cooked"
C=C[C@@]1(C)CC[C@@H](C[C@@H]1C(=C)C)C(=C)C,"herbal,waxy,fresh"
O=CCOCCC(CCC=C(C)C)C,"watery,lily,fresh,citrus"
CC1OC(Cc2ccccc2)OC(C1)(C)C,"green,herbal,hyacinth"
CC(CCCCCCCOC(=O)C)C,"fatty,fruity,rose"
CCOC(C)OCCc1ccccc1,"leaf,herbal,hyacinth"
C/C=C/c1ccc2c(c1)OCO2,spicy
CC(=O)C1=C(C)[C@@H]2C[C@@]3(C1)[C@H](C)CC[C@H]3C2(C)C,"ethereal,woody,musk,ambery"
CC(COC(=O)C(C)C)C,banana
CCOC(=O)C1OC1c1ccc(cc1)OC,"spicy,fruity"
CC(=O)/C(=C/C1=C(C)CCCC1(C)C)/C,"woody,floral,fruity"
CC1CC(C)(c2ccccc2)OC(C)O1,"fresh,citrus,floral"
CCC(=O)OC1C=CC2C3CCC(C3)C12,"fruity,herbal,woody,jasmin,oily"
CC(CCCCCCCCCCOC(/C=C(/CCC=C(C)C)\C)OCCCCCCCCCCC(C)C)C,"woody,lemon,ethereal"
CC(=CCC/C(=C\COC(=O)C(C)C)/C)C,"melon,green,floral,pear,citrus"
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](C2)O,"resinous,camphor,balsamic"
O=C(CC1C=CCC1)OC1CCCCC1,"jasmin,fruity,chemical"
CCCCC/C=C\CCCCCCC=O,citrus
CC(=O)/C=C/C1C(C)CC(=CC1C)C,"violetflower,rose"
COC(=O)C1CC2CC1(C)C(=C2C(=C)C)C,"woody,ethereal"
CC1CCC(C(=O)C1)C(C)C,cooling
CC(=CCC/C(=C/CCC(=O)C)/C)C,"green,pear,waxy,woody,rose,tropicalfruit"
C=CC(CC)O,"spicy,vegetable,tropicalfruit"
CC(C)C1OCC2C3C=CC(C2C(=O)O1)C3=O,"lemon,herbal,woody"
CC(C)c1ccc2c(CCC3C(C)(C)CCCC23C)c1,"woody,spicy,herbal"
CC(CO)COC1CC2CCC1(C)C2(C)C,"powdery,dry,ambery"
Cc1ccc(cc1)C(C)O,"sweet,floral,sweet,nut,powdery"
CCC(C(=O)OC/C=C(/CCC=C(C)C)\C)CC,"fatty,fruity"
O=Cc1ccc2c(c1)OCO2,"vanilla,powdery,almond"
CC(C)C1OCC(C)O1,wine
CC1(C)CCC(COC=O)C23C4CC(CC134)C2(C)C,"cedar,ambery,ethereal,herbal,dry"
C/C=C(\C)/C=C/C=C(C)C,"terpenic,sweet,fresh,floral"
COc1cccc(c1C(=O)O)OC,"sour,spicy"
CCCCCCCCCOC(=O)Cc1ccccc1,"balsamic,fatty,fruity"
CC1(C)CCCC2(C)C1=CC(=O)O2,"ripe,lactonic,berry,woody"
Cc1ccc2c(CCCN2)c1,"animalic,leather,ambergris"
CC(=O)c1c(C)cc(cc1C)C(C)(C)C,"dry,rose,green,resinous,musk,orange"
OCCCCC(CO)O,odorless
CC/C=C/CC(C=C)O,earthy
CCCCCC=CCC=CC=O,"oily,aldehydic"
CCCCC(=O)CCCC,"fresh,herbal,fatty,fruity"
CCCCC(CS)CC,"sulfuric,green,fermented,fruity"
CC(C)c1c(nccn1)SC,"vegetable,roasted,meat"
CC(C)C1CCC(C)CC1OC,mint
CSSCc1ccccc1,"sulfuric,vegetable,metallic"
CC1=CCCC(C)(C)C1/C=C(\C)/C(=O)C,"violetflower,fruity,powdery,green,herbal"
CCCC(CC)CCC(=O)O,animalic
Cc1ccc2c(ccc(=O)o2)c1,"vanilla,coconut,dairy,powdery,floral"
OCC(=CCC1CCCCC1)C,"herbal,floral,woody"
OCCCC=C,"fresh,ethereal,fermented,chemical"
CC(C)COC(=O)c1ccccc1NC,"grapefruit,grape"
CC(CC(C)(C)C)C(C)C=O,"floral,citrus"
COC(=O)c1ccccc1/N=C/CC(CCCC(O)(C)C)C,"violetflower,orange,lily,grape"
CC(C(=O)OCC)C=C=C,"fruity,green,musty,pungent,fatty"
O=COCC1CC2C(C1)C1CC2CC1,"fruity,woody,violetflower"
CCOC(=O)C1C(c2ccccc2)O1,"berry,floral,tropicalfruit"
CCC(C1CCC(=O)CC1)(C)C,violetflower
CC[C@H]1CC[C@]2(CC1)CCC(=O)O2,"cinnamon,dairy,fruity"
CC(=O)OC(C(Cl)(Cl)Cl)c1ccccc1,"rose,powdery"
OC(C(=O)c1ccccc1)O,spicy
CC/C=C/C=C/C(=O)C,"fruity,grass"
C=Cc1ccc(c(c1)OC)OC,"grass,floral,fruity"
C/C=C(/C)\C(=O)OCC(C)C,"spicy,grass"
CCCCCC(CCCC)O,oily
CC1CCC(C(C1)O)C(=C)C,"herbal,dry"
N#CCC(CCCC(C)C)C,"citrus,green"
CC(/C=C(/CO)\C)CC=C,"leaf,woody,mushroom"
CC/C=C\C/C=C\C/C=C\CCCCCCC=O,"rancid,sulfuric"
C=CC(=C)CCCC(C)(C)OC(=O)C,"lemon,herbal,green,woody"
C/C(=C\c1ccccc1)/CO,"sweet,balsamic,floral"
CCCCOc1ccccc1,"anisic,dry,woody"
C=CC(C)(CCC=C(C)C)OC(C)OCC,"lily,tropicalfruit,herbal"
OC(=O)c1ccccc1,odorless
CCCC(=O)OCCC(CCCC(C)C)C,"fresh,rose,fruity"
CC(C)SSC(C)C,"alliaceous,meat,vegetable"
CCCCCCC(C)C=O,lily
CCCCOC(=O)CC(C(=O)OCCCC)O,"apple,fatty"
CC(=CCCC(=CCCC(C)OC(=O)C)C)C,"green,orange,metallic,rancid,sulfuric,waxy"
O=CCC(CC(C)(C)C)C,"pungent,aldehydic,green,fresh,clean"
CC1C=C(C)CC(C1)C=O,"leaf,aldehydic"
c1ccc(cc1)OCC=O,"fresh,green,floral,nut,body"
CCOC(=O)c1ccccc1C,"resinous,fruity,floral"
CC/C=C\CCCCCC=O,"citrus,aldehydic,cucumber"
CC1CC(=O)CC(C1)(C)C,"fresh,mint"
CCOC(C)OCC(C)OC(C)OCC,fruity
CC(C)[C@H]1CC[C@@H](C)CC1=O,mint
CC(=O)OC1C2(C)CCCC1(C)CC2,"coniferous,resinous,camphor,ester,floral"
CCCCCC1CCOC(C)O1,"green,ethereal,musty"
C=CC(OC(=O)/C=C/c1ccccc1)(CCC=C(C)C)C,"balsamic,floral,spicy"
CC(c1cccc(c(=O)c1)O)C,"woody,herbal,phenolic"
CC(C)C(=O)Oc1ccc(cc1OC)C=O,"caramellic,vanilla,dairy,fruity,cacao"
OCC1COC(O1)c1ccccc1,"sweet,resinous,almond"
CC(=O)OCCCCCCOC(=O)C,"banana,apple,tropicalfruit"
C/C/1=C\CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,"sweet,dry,clove"
C=CCC(CC)C(=O)CC,seafood
CC(=CCCC(C)CCOC(=O)C)C,"rose,apple,fatty,lemon,dry,waxy,pear"
CCCCC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,"powdery,camphor,berry"
CC(=CC1CC(C)CCO1)C,"vegetable,floral,camphor"
CC(C)C(=O)OCCOc1ccccc1,"tropicalfruit,rose,honey,waxy"
O=C(/C=C/c1ccccc1)OCc1ccccc1,"honey,vanilla,floral,balsamic"
CC(=CCCC(C)C(=C)C=O)C,"green,woody,lemon"
CC(CCOC(=O)C(C)C)C,"apple,cacao"
CCc1c(nccn1)OCC,earthy
O=COCCOc1ccccc1,"green,fruity,cinnamon,floral,herbal"
CC(C)CCOC(C)OCCC(C)C,"alcoholic,fruity,ethereal,green,fermented"
CC1=CC[C@H](CC1)C(C)(C)S,grapefruit
Cn1cnc2c1c(=O)n(C)c(=O)n2C.Cn1cnc2c1c(=O)[nH]c(=O)n2C.Oc1cc2OC(c3ccc(c(c3)O)O)C(Cc2c(c1)O)O,"herbal,vegetable"
CCCCCCCCCCCCCCCC(=O)O,dairy
CC1(C)C2CCC(C)(CC2)O1,"medicinal,camphor"
CC(C)c1ccc(cc1)CC(C)C=O,"floral,fresh,green,fruity,musty,green"
O=COC(CCC=C(C)C)(C=C)C,"lemon,green,herbal,woody,pepper"
C=CC(C(=O)C=C(C)C)(C)C,"fresh,herbal,woody"
CC(=O)/C=C/C1=C(C)CCCC1(C)C,"violetflower,balsamic,cedar"
CCOC(=O)Cc1cccnc1,"resinous,fruity,tobacco"
CC(CCC=C(C)C)CCOC(=O)Cc1ccccc1,"fresh,resinous,floral,honey"
CCOC(=O)[C@@H]([C@H](C(=O)OCC)O)O,"wine,fermented"
CCC(C)C(=O)OCC,"berry,ester,tropicalfruit"
CCc1nccnc1C,"cacao,coffee,nut"
N#CC=C(CCC=C(CC)C)C,"lemon,herbal"
C/C=C/C(=O)Oc1ccc(cc1)C,"phenolic,fruity,floral"
CC(C)C1CCCC2(CCC(=O)O2)C1,"fruity,dairy,floral"
C/C(=C\C=C(\C(=O)C)/C)/CCC=C(C)C,woody
OC(=O)/C=C/c1ccccc1O,"sour,balsamic"
CC(C)[C@@H]1CC[C@@H](C)[C@@]23CCC(=C)[C@@H]2[C@@H]13,"citrus,spicy"
CC(=O)OC1CC2CC1C1C2CCC1,"green,herbal,woody"
CCC(=O)OC(Cc1ccccc1)(C)C,"fresh,resinous,floral,fruity"
CCCCCCCOC(=O)c1ccccc1,"fresh,leaf,overripe,herbal,metallic"
CC1=C(O)C(=O)CC(C1)(C)C,"herbal,sweet,burnt,phenolic"
CCCC(=O)OCCC(CCC=C(C)C)C,"fruity,rose"
C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1,herbal
CCC(CC=C(C)C)(C=O)C,"fresh,herbal,fruity,floral"
O=C1CC(C)C2(C(C1)CCC(C2)C(C)C)C,"woody,ethereal"
Cc1ccc(C=O)c(c1)O,"almond,phenolic"
CCCCCCCCC,chemical
CCCCC/C=C/C=C/C(=O)OCCC,"melon,pear,green,waxy,tropicalfruit"
C1CCCCCCC2C(CCC1)COC2,"woody,ambery"
CCCCCC(CCCCC)O,"oily,fermented,fruity"
CC(C)Cc1cnccn1,"vegetable,fruity"
CSCCCCO,"vegetable,alliaceous,earthy"
CCCOc1cncc(C)n1,vegetable
CC(=C)C1CC(=O)C2(C(C1)O2)C,"fresh,mint"
CC(C(=O)C(=O)C)C,"caramellic,fruity"
CC1CC(=O)C(=O)C1C,"syrup,resinous,burnt"
COC(=O)CSC,"sulfuric,cooked,earthy,nut,tropicalfruit"
CC(/C=C/n1ccc2c1cccc2)CCCC(O)(C)C,"lily,animalic"
C=Cc1cc(c(c(c1)OC)O)OC,"phenolic,animalic,leather"
c1cc(CS)sc1,"coffee,seafood"
C1CCC(CC1)C1CCC(=O)CC1,"violetflower,woody,fresh"
CCc1nc(C)c(C)s1,"burnt,nut,cacao"
CCCCOC(=O)C(CCC)C,"apple,fatty"
CC(=O)C1=CC[C@@H]2C=CC[C@@H]2C1,"green,melon,floral"
CC(=C)[C@@H]1CC=C([C@@H](C1)O)C,"fresh,mint,musk"
CCOC(=O)/C(=C/C)/C,"fruity,herbal,animalic,caramellic"
CC(C)CC(=O)OC/C=C/c1ccccc1,"blueberry,spicy,melon,cherry,apple"
CC=CSSCCC,"alliaceous,cooked"
c1ccc(cc1)C=CCOC(=O)c1ccccc1,"balsamic,spicy,butter,fruity"
C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C(=O)O)/C)/C)/C=C/C=C(\C=C\C(=O)O)/C,"herbal,spicy"
CCCCCCCCCCCCC(=O)O,"waxy,woody"
O=Cc1ccc(cc1C)C,"sweet,spicy,almond,cherry"
C=CCOc1ccccc1OCC=C,clove
CC(=CCOC(=O)C)C,"jasmin,banana,ripe,powdery,almond,balsamic"
CCCC/C=C/CCCCOC(=O)C,"berry,rose"
CCCC(=O)OC(c1ccccc1)C,"resinous,green,fruity,apple"
CCCC(=O)C(CCC)O,"oily,resinous,burnt,sweet"
S(Cc1ccco1)SCc1ccco1,"sulfuric,burnt,coffee"
O=C1C[C@@H](C)[C@]2([C@H](C1)CC[C@H](C2)C(=C)C)C,"grapefruit,woody"
CCCCC1(C)OC2=CC=CC=C2O1,"jasmin,mushroom"
CCCCCCCCCC(=O)OCCc1ccccc1,"rose,fatty"
CSSc1ccccc1,pungent
CCCCCC1CCC(O)O1,"melon,green"
C/C=C/CCCCC=O,"green,melon"
CC(C)[C@@H]1C=CC(=CC1)C,"terpenic,spicy,medicinal"
COc1ccc(cc1)C=C(C=O)C,"blackcurrant,cinnamon,floral"
CCOc1ccc(cc1O)C=CC,"vanilla,clove,floral"
CC(=O)OC1CC2C(C=C1C)C2(C)C,"coniferous,resinous"
CC(C)C1CCC(C)(CC1=O)S,citrus
CC1=CCC(/C=C/C(C)(C)C(C)O)C1(C)C,"woody,herbal,tropicalfruit"
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],odorless
CCCC(=O)OC1=C(C)CCC1=O,"syrup,nut"
CNc1ccccc1C(=O)OCC(C)C,"resinous,citrus,grape"
CCOCCC(C)CCCC(C)C,"fresh,clean,rose,citrus,green,ester"
N#Cc1cccc(c1)C,"sweet,anisic,almond,floral"
CC(C)[C@@H]1CC[C@](C)(C2CCC(=C[C@@H]12)C)O,"herbal,woody"
CC1=CCC23CC1C(C)(C)[C@@H]2CC[C@H]3C,cedar
O=CC(CCCC(CCC=C(C)C)C)C,"fresh,rose,aldehydic,watery"
CC/C=C\CCOC(OC)CC,"fresh,green,fruity,herbal,leaf"
Cc1c(CCO)scn1,"meat,gourmand,nut,fermented,bread,sulfuric"
CC1=C(C(=O)CO1)O,"bread,clean,caramellic"
O=C1OCCC=C1,"resinous,fruity,green,grass"
CC(C)[C@H]1CC[C@H](C)CC1=O,mint
O=C1CC2C([C@]1(C)CC2)(C)C,"fresh,camphor,coniferous"
CCCCCC(OC(=O)/C(=C/C)/C)CC,"powdery,fruity,spicy"
CCCC(=O)OCCCc1ccccc1,"balsamic,fruity"
c1cc(S)sc1,"burnt,caramellic,coffee"
CCCCOC(=O)C(C)CCC,"rose,apple,herbal,fruity"
CC(C1OC(C)(C)OCC1(C)C)C,"green,coniferous"
OC(=O)C(O)C,"sour,burnt,caramellic"
CCCCCCCCC(=O)CCCCCCCC,"oily,fruity"
CCCCC=C(C=O)CC,"musty,pungent,aldehydic,fatty"
CCC(=O)CC(c1ccccc1)(C)C,"balsamic,fruity"
CCC(COC(=O)CC(C)C)C,"fruity,cacao,fermented"
CC(CCCC(=O)OC)OC(=O)C,fruity
CC(C(C)OC(=O)C)C(=O)OC,"sweet,fruity"
CCC(COC(=O)/C(=C\C)/C)C,"tropicalfruit,herbal"
C=CCSC,alliaceous
CC(C)C(=O)OC(C)(C)Cc1ccccc1,"syrup,grape,jasmin,blackcurrant"
CCCC[C@@H](C)CCC(=O)O,"animalic,meat"
OCC1CCC(C23C41C2CC(C4(C)C)C3)(C)C,"ethereal,woody,ambery,herbal"
CC1C(=C(C2C3CCC(C3)C12)OC)C,"herbal,woody,rose,clove"
CC(CCCC(CC(=O)O)C)C,"sour,fatty,rose"
CC1=CCC=CC1,"chemical,terpenic,citrus"
c1ccc2c(c1)CCC(=O)O2,"vanilla,dairy,coconut"
CC(C)C1CC2=C(C)CC1C(C2)C=O,"fatty,green,metallic,aldehydic"
C1C=CC(=O)CC1,"roasted,gourmand,green"
CC(C(C)SC(C)C(C)S)O,"roasted,meat,sulfuric,fatty,gourmand"
CC(CC(C)(C)C#N)c1ccccc1,"grapefruit,floral,burnt,earthy,leaf,ethereal"
CCC(=O)OC1CC2(C(C1CC2)(C)C)C,"resinous,camphor"
OC1=C(C)CCC1=O,"caramellic,resinous,fruity"
CS,"vegetable,dairy,alliaceous,gourmand"
Cc1ccc2c(c1)cccn2,"animalic,earthy,leather,honey,tobacco"
CC(C)c1ccc(C)c(c1)O,"cooling,camphor,smoky"
Cc1cc(c(C)o1)SC(=O)C,"tropicalfruit,floral"
CN(C)c1ccccc1C(=O)OC,"orange,leaf,woody"
CCCCCCCCc1ccco1,"ethereal,oily"
OCCCCC/C=C\CC,"vegetable,waxy,melon,resinous"
CC1(O)CCC2CC1C2(C)C,"resinous,camphor"
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C,"fresh,rose,fruity,mint"
CC/C=C/1\OC(=O)c2c1cccc2,"spicy,earthy,syrup"
OCC1=CC[C@@H](CC1)C(=C)C,"fresh,herbal,resinous,spicy"
C[C@@H]1CC[C@@H](C(=O)C1)C(C)(C)S,"woody,oily"
C=CCc1cc2c(c(c1OC)OC)OCO2,"woody,spicy"
CC(=CCC[C@@H](C)CC=O)C,"fresh,herbal,citrus"
CSc1nc2ccccc2s1,"fatty,woody,smoky"
CCCCCC[C@@H]1CCC(=O)O1,"coconut,caramellic,fruity"
C=CCCCN=C=S,"spicy,sulfuric,spicy"
CC1=CC2C3CC(CC3O)C2C1C,"camphor,earthy,musk,earthy"
CC12CCCC(C)(CC1)C2=NO,"fresh,fruity,woody,leaf,oily,clean"
CC(C)(C)c1ccc(CCC=O)cc1,"watery,floral,sweet"
OCC1COC(O1)Cc1ccccc1,"green,rose,honey,mushroom"
CC(=O)C(O)C,"butter,sour,vanilla"
CC/C=C\CCOC(=O)/C=C/CCC,"grass,pear,tropicalfruit,berry,vegetable"
CCCCCCCC,chemical
O=C(c1ccccc1N)OCc1ccccc1,"orange,resinous,floral"
CCCC(=O)OC(C1CCC(=CC1)C)(C)C,"coniferous,fruity"
COc1ccccc1C(=O)OC,"herbal,hyacinth,blackcurrant"
CCCCCC=CC=CCOC(=O)CC(C)C,"herbal,berry,clove"
CC(CCOC(=O)Cc1ccccc1)C,"sweet,balsamic,fruity"
C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2=O,"woody,pepper"
COc1cc(ccc1O)C(=O)C,vanilla
CC(=CC/C=C(/C)\CC=O)C,green
COC(=O)/C=C(/CCC=C(C)C)\C,"rose,fatty"
CC(=O)OC(C=CC1=C(C)CCCC1(C)C)C,"woody,berry"
CC=C(C)C=O,"sharp,green,ethereal,nut,anisic"
CC(=O)S,"cooked,roasted,meat,burnt"
CCC(=O)OC/C=C(\C)/CCC=C(C)C,"rose,waxy,honey,tropicalfruit,vegetable,powdery"
O=C/C(=C/CC1=C(C)CCCC1(C)C)/C,"violetflower,fresh,grass,leather,woody"
C(CC(=N)O)[C@@H](C(=O)O)N,"dairy,vanilla,cacao"
CC(C)C1CCC(CC1)O,"leather,berry,rose,grass,musty,metallic"
CCCCCCCCOC(=O)C(C)CC,"waxy,fruity,green,musty"
OCC(CCCC(=C)C)C,"melon,watery,lily"
CC=CC=CC=CC(=O)C,"green,fruity,fatty"
N#Cc1ccccc1C,"sweet,resinous,almond"
CC=C1CC2CC1C1C2OC(=O)CC1,"floral,woody,fruity"
CC(CCCC(C)(C)O)CC=O,"melon,floral,green,citrus"
CCCOC(=O)C(CC)CC,"fruity,musty,pungent"
CCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)CO)COC(C)(C)C)CC(C)C)CCCN=C(N)N,"terpenic,herbal,coniferous"
CC(C)(Cc1ccccc1)C=O,fresh
CCOC1(O)CC2CC1C1C=CCC21,"woody,green,herbal"
CCCCCCCCCC=CC(=O)OCC,"oily,fruity"
O=COCCC(CCCC(C)C)C,"fresh,citrus,fatty,aldehydic"
CC(CC(O)(C)C)O,odorless
CCCC(=O)OC(COC(=O)CCC)COC(=O)CCC,odorless
C=CC(C)CC/C=C(\C)/CCC=O,"sweet,floral,aldehydic,lily"
Cc1cccc(c1C)O,"phenolic,chemical"
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,"ethereal,fruity,floral,woody,lemon"
CC(CC=O)c1ccc(cc1)C(C)(C)C,"lily,watery,powdery,resinous,spicy"
Cc1cccc(c1O)C,"phenolic,medicinal,smoky,leather"
C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,"geranium,fruity,herbal"
CCOCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,overripe
CCCCCCCCC=CCCCCCCCC=O,fatty
CC(=O)C(=C)C,"fresh,fruity,burnt"
CCCCCCC(OC(=O)C)CCOC(=O)C.CCCCCCC(CCO)O,"jasmin,animalic"
CC(=O)OC1(C)CCC(=C(C)C)CC1,"resinous,coniferous,floral,fruity"
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,"clean,cooling,camphor,resinous,green"
CC(C1C2CCC(C1(C)C)C2)O,"fresh,musk,earthy,earthy,ethereal"
O=C1CCCCCCCCCOCCCCCO1,"musk,woody"
O=C(Cc1ccccc1)OC/C(=C/CCC1(C)C2CCC(C1=C)C2)/C,"balsamic,woody"
CCCCCC(=O)OCCC(CCC)S,"tropicalfruit,sulfuric"
CC1CCC(C(=O)C1)C(SC(=O)C)(C)C,"blackcurrant,mint"
CCCCCCCCCCCCCCCCCO,"fatty,ethereal"
Cc1ccc(cc1)CC(O)(C)C,"fresh,resinous,lily"
CCCCCCOC(=O)C(CC)C,fruity
O=CCCC(C)C,"pungent,aldehydic,herbal,fruity,musty"
CC1=C(C=CC(C)O)C(C)(C)CCC1,"sweet,powdery,berry,floral"
CC(C)CCOC(=O)C(C)C,"sweet,fruity,ester,green,waxy"
Cc1c(cco1)S,"sulfuric,meat,seafood,metallic,roasted"
CCc1ccc(C)nc1,"nut,earthy"
CCCCCC(CC)OC(=O)CCC,"citrus,green,herbal,musty"
CSCCC(=O)OCCC(C)C,"alliaceous,tropicalfruit"
CCCCCC(=O)C(CCCC)S,"grapefruit,ethereal"
CC(CC(=C)C1CC=C(C)C1(C)C)CO,woody
CC=CC=CC=O,"fatty,sweet,green,aldehydic,spicy"
CCC1(C)CC(=O)C(=C(C1C)C)C,"fresh,herbal,honey"
CC1=CCC2(CC1C2(C)C)O,musty
CC1(O)SCC(SC1)(C)O,"sulfuric,camphor"
CC(=CCCC(C)CCOC(=O)c1ccccc1N)C,"rose,fruity,violetflower,green,woody"
Cc1ncc2CSCc2n1,"earthy,nut,caramellic"
CCOC(=O)C(C(=O)C)CC,"fruity,burnt,caramellic"
O=COC1CCCCCCCCCCC1,"fruity,woody,floral,camphor"
C=C(C)[C@H]1C=C[C@@](C)(CC1)O,"fresh,mint"
CCOC(=O)C1=C(C)NC(=C(C1C#Cc1ccccc1)C(=O)OCc1ccccc1)c1ccccc1,"liquor,earthy,herbal"
CCCCOC(=O)/C=C/C,"fresh,fruity,ethereal,chemical"
C=C(C)[C@@H]1CC=C(C)CC1,"terpenic,resinous,herbal,pepper"
O=Cc1c(OC)cccc1OC,powdery
C1CCC(CC1)OCCc1ccccc1,"green,herbal,floral"
CCCCCCCCCCCCC1CCC(=O)O1,"butter,coconut"
CCCC/C(=C\C)/C=O,"aldehydic,musty,pungent,fatty"
CCCCCCCCCC(=O)OCC/C=C\CC,"oily,green,fruity"
CC(C)CS,"cooked,vegetable,spicy,sulfuric"
CC/C=C\CC(OC)OC,apple
CC(C)CCOC(=O)C(C)O,"fruity,nut"
CCC(C)(C=CC=C(C)C)O,"lily,fresh,citrus"
OCC=C(CCCC(C)C)C,"fresh,rose,fatty"
Cc1cc(ccc1N/N=C/1\C(=O)C=Cc2c1cccc2)/N=N/c1ccccc1C,"herbal,spicy"
CCCC1OCCC(O1)C,"fresh,herbal,fruity"
CC1=CC(C(CC1)C(=O)C(C)(C)C)C,"musty,herbal,fruity,leaf"
N#CCCCCCC(C)C,"fresh,herbal,fruity,floral"
C1CCCCCCCOC(=O)CCCCCC1,"tobacco,vanilla,powdery,almond,dry,woody,caramellic"
C[S+](C)CC[C@@H](C(=O)[O-])N.Cl,"fermented,vegetable,sulfuric,green"
COc1ccc(cc1)C(=O)O,"sweet,anisic"
CC(C)SCc1ccco1,"coffee,gourmand,meat,floral"
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,"oily,fruity"
CC(C)N,"seafood,ammoniac"
CCCC[C@@H]1CCC(=O)O1,"spicy,green,coconut,almond"
CCC(=O)OC1CC2CC(C1=C)C2(C)C,"camphor,fruity"
Cc1cc(c(C(=O)C)s1)O,"meat,caramellic,cooked"
Cc1cnccn1,"nut,caramellic,body,earthy"
COC(/C=C(/CCC=C(C)C)\C)OC,lemon
C=C1CCCC(C)(C)C1CCC(=O)C,"woody,earthy,ambergris,tobacco,ambery,violetflower"
C=C1CCCC(C)(C)C1/C=C/C(=O)C,"woody,floral"
CC(=O)CC(OC)OC,"ethereal,musty,nut,alcoholic"
Cc1cccc(c1)C(C)C,"pungent,chemical,terpenic"
CCCCOC1=CC(C(C(C1)(C)C)C(=O)C)(C)C,woody
O=C(CCC(=O)C)OCc1ccccc1,"balsamic,fruity,burnt,sweet"
O=CCc1ccc(cc1)C(C)C,"fresh,sweet,resinous,floral,resinous,spicy"
COC(CCCC(C(O)C)C)(C)C,"woody,floral"
CC/C=C/CCOC(CC)OC,"fresh,green,musty,grass,vegetable,leaf"
CCCC(=O)OC(Cc1ccccc1)(C)C,"resinous,woody,floral"
CCCC1C2C=CC(C1C=O)C2,"musty,herbal"
COc1cc(C=O)ccc1OC(=O)C,vanilla
CC1=C(C(=O)CC(C)SC)C(C)(C)CCC1,"sweet,fruity,tobacco"
