Name,Gender,Frequency
राजन थापा,1,110
मोति कला,0,110
आइती देवी,0,110
ज्‍योती कुमारी,0,110
कुमा,0,110
नरेश राम,1,110
महेश्वरा,0,110
निर्मला कुमारि,0,110
राजा हुसेन,1,110
रञ्जीत,1,110
ईन्दिरा देवी,0,110
पल्‍टी देवी,0,110
रुवेन,1,110
दुखनि,0,110
जोखना,0,110
असिया कुमारी,0,110
ठम बहादुर,1,110
लक्ष्मीनारायण,1,110
इन्द्रमान,1,110
लाटी देवी,0,110
जसी,1,110
कृष्ण गोविन्द,1,110
करिम,1,110
अनन्तराम,1,110
बिवा,0,110
सोनाबती,0,110
स्याम,1,110
वाशुदेव,1,110
वीरेन्‍द्र,1,110
मो. इरफान,1,110
सलिता देवी,0,110
अकाली देवी,0,110
लक्ष्मी श्वरी,0,110
चुरा मणी,1,110
करन राम,1,110
संजिव,1,110
कलमाया,0,110
इन्‍द्रावती,0,110
सुरेश दास,1,110
दिपक लाल,1,110
हेरा शोभा,0,110
यशोदा,0,110
मिमा,0,110
फुर्साङ,1,110
ठकन,1,110
योगेन्द्र साह,1,110
कौशिल्ला,0,110
सुको देवी,0,110
हरीचन्द्र,1,110
रोम वहादुर,1,110
अनुरोध,1,110
ट‌ंक प्रसाद,1,110
रामदेनी,0,110
तारा वीर,1,110
हरि प्रिया,0,110
मती कुमारी,0,110
दिक्षान्त,1,110
राम आश्रे,1,110
मन्दिर,1,110
झमक,1,110
हरि प्रशाद,1,110
बिणा कुमारी,0,110
सिता शरण,1,110
पुनम देवि,0,110
विजुली प्रसाद,1,110
दावा,1,110
रमा माया,0,109
काली,0,109
छेसाङ,1,109
कुश कुमारी,0,109
गगन कुमार,1,109
फिरोज कुमार,1,109
उत्तरा देवी,0,109
फिरोज मिया,1,109
राम टहल,1,109
माधबी,0,109
समित्रा,0,109
सुजिता देवी,0,109
काली,1,109
सनिसा,0,109
बदरुन निसा,0,109
सुर्ज मान,1,109
रविन्‍द्र प्रसाद,1,109
दिनेश राम,1,109
भगीया देवी,0,109
बसन्ता देवी,0,109
वि वि,0,109
सुसिला,0,109
धर्म कला,0,109
निम नारायण,1,109
रुन्नता,0,109
सुभाष प्रसाद,1,109
अशोक सिंह,1,109
इसलावती,0,109
टंक नारायण,1,109
टिका रानी,0,109
डम्बर राज,1,109
मन्जना,0,109
अंगनी,0,109
चौठे,1,109
विरेन्द्र राउत,1,109
डम्‍वर वहादुर,1,109
कुमाले,1,109
हजुरा,0,109
थुम बहादुर,1,109
भवानी,0,109
जुवारा,0,109
बन्दना देवी,0,109
निलकण्‍ठ,1,109
राम किसनी,0,109
ताल कुमारी,0,109
इन्द्रकला कुमारी,0,109
लाल कृष्ण,1,109
चिजमानी,0,109
सबिन कुमार,1,109
फुलचन्द्र,1,109
गिता राना,0,109
प्रथम लाल,1,109
महा विर,1,109
आइतराज,1,109
मगरे,1,109
सतरोहन,1,109
रुपरानी,0,109
मिठुमाया,0,109
कृष्णवती,0,109
तोला कुमारी,0,109
ककुल देवी,0,109
पुर्णिमा देवी,0,109
धिरेन कुमार,1,109
रेहाना खातुन,0,109
बिमला माया,0,109
नसिब,1,109
छत्रमाया,0,109
उज्जले,1,109
रवी कुमार,1,109
अबिनास,1,109
झर्ना,0,109
सम्शेर,1,109
नासरीन,0,109
लैन बहादुर,1,109
करीना,0,109
दैया,0,109
बेली देवी,0,109
कृष्ण प्रशाद,1,109
शिवमंगल,1,109
ललिता कुमारि,0,109
सिकिल,0,109
नन्‍द बहादुर,1,109
वसिम,1,109
मेख माया,0,109
शुष्मिता,0,109
रामबाबु महतो,1,109
फकिरा,1,109
हरी कृष्‍ण,1,109
नफिसा,0,109
सन्जे,1,109
मो. अब्दुल,1,109
तुकमान,1,109
पोषराज,1,109
खदिजा,0,109
अमिरुल,1,109
नोखी राम,1,109
रजनिश कुमार,1,109
सुरज नारायण,1,109
रञ्‍जु,0,109
आइतरानी,0,109
अबधेश,1,109
मठेरनी देवी,0,109
क्षत्र बहादुर,1,109
हरि दास,1,109
जुगुरा,0,109
लोग,1,109
च्यान्टी,0,109
नर वीर,1,109
केउली,0,109
सुमित्रा राना,0,108
अमरदिप,1,108
निकिता कुमारी,0,108
बसुन्‍धरा,0,108
सुमिरता,0,108
सीतली,0,108
भुलई,1,108
मनी माया,0,108
नुनु लाल,1,108
नन्द कुमारि,0,108
यस कुमार,1,108
उदिराम,1,108
अहिल्या कुमारी,0,108
वौकी देवी,0,108
अमरलाल,1,108
स्वीकृति,0,108
रामझरी,0,108
निर्मला कार्की,0,108
अरविन्द प्रसाद,1,108
टिकादत्त,1,108
भिमी कुमारी,0,108
मेनुका देवि,0,108
अयुव,1,108
भबिन्द्र,1,108
भिखारी राय,1,108
आमोद कुमार,1,108
विण्णु माया,0,108
भुवन सिह,1,108
मोनु,1,108
सोभिता देवी,0,108
अकालु,1,108
महाजन,1,108
ककुल्ती देवी,0,108
न्याउली,0,108
निलम,0,108
सुकुमार,1,108
ललु,0,108
साजो,0,108
टोमा,0,108
भुन्टे,1,108
लिलमाया,0,108
शशि कुमारी,0,108
कारी कुमारी,0,108
माघु राम,1,108
पल्‍टु,1,108
कल्धरी देवी,0,108
अञ्जली कुमारी,0,108
श्रीमती शान्ती,0,108
राधेश्‍याम प्रसाद,1,108
किसमति,0,108
द्वारिका,1,108
रमेश राउत,1,108
चुन्नी,0,108
बच्चा देवी,0,108
अकवर अली,1,108
भागिरथी,1,108
धन नाथ,1,108
वालकृष्‍ण,1,108
विसना देवी,0,108
सलिमुन निसा,0,108
पुरुषोत्तम कुमार,1,108
बावु काजी,1,108
दुलरिया देवी,0,108
हासमा,0,108
बुधी माया,0,108
इन्द्री,0,108
सन्तोला देवी,0,108
दिलमान,1,108
रणविर,1,108
ज्ञानु प्रसाद,1,108
रन्‍जु देवी,0,108
पृथी मान,1,108
कमल सरी,0,108
हिरा सिह,1,108
विन्‍दु देवी,0,108
दुर्गा नाथ,1,108
मीन राज,1,108
सुजिन,1,108
पिटर,1,108
हरिश कुमार,1,108
विशम्भर,1,108
कौसर,0,108
पृथी,1,108
भोगेन्‍द्र,1,108
मोहन कृष्‍ण,1,108
भगत लाल,1,108
शिवशरण,1,108
मुयाँ,0,108
शशि राम,1,108
जयमाला देवी,0,108
देबकी देबी,0,108
श्रीमती राधा,0,108
ममता,0,108
मोहरी देवी,0,108
सशिकला,0,108
खड्‍क बहादुर,1,108
आत्‍मा राम,1,108
सुकिल्ली,0,108
जिरा कुमारी,0,108
देव सुनर,0,108
सतीश कुमार,1,108
जंग लाल,1,108
राम वति,0,108
कलिमुन निसा,0,108
जोगा,0,107
दिलु देवी,0,107
ममिला,0,107
रीया,0,107
मिन्ता,0,107
निरंजन प्रसाद,1,107
अर्जुन देव,1,107
राजु मान,1,107
अम्मा,0,107
इदरिस,1,107
रहमतुल्ला,1,107
कृष्णानन्द,1,107
गणपति,1,107
शमशेर बहादुर,1,107
निमे,1,107
सरोज थापा,1,107
सैलेन्द्र कुमार,1,107
कमरुदीन,1,107
प्रिमा,0,107
बिधा,0,107
छेदी प्रसाद,1,107
देवेन्‍द्र प्रसाद,1,107
रंग नाथ,1,107
सितली कुमारी,0,107
कृष्‍णी,0,107
भोली,0,107
अकिला,0,107
छविन्द्र,1,107
सन्‍त लाल,1,107
अलिम,1,107
सन्च मान,1,107
देब सिंह,1,107
धानो देवी,0,107
मानकी कुमारी,0,107
शक्ति कुमार,1,107
जग प्रसाद,1,107
रतन सिं,1,107
दश राम,1,107
बलिराज,1,107
फौद सिंह,1,107
नरेश महतो,1,107
निरञ्‍जन,1,107
बिरमी,0,107
कामीस्या,0,107
भोग बहादुर,1,107
सुर्ती देवी,0,107
कन्है,1,107
राजिन्द्र प्रसाद,1,107
लाल मन,1,107
प्रशन,1,107
राम शोभित,1,107
रमेश राय,1,107
भागि राम,1,107
बिन्जु,0,107
सावन,1,107
युनुस,1,107
खेत बहादुर,1,107
कार्मा,1,107
खगे,1,107
विन्देश्वरी देवी,0,107
लछुमान,1,107
राजकपुर,1,107
विना,0,107
सुन माई,0,107
प्रेणा,0,107
खङ्ग कुमारी,0,107
विदेशनी,0,107
विकास प्रसाद,1,107
एक लाल,1,107
स्तुती,0,107
सबीना,0,107
सुनाम,1,107
मुमा कुमारी,0,107
विजया देवी,0,107
सोनिया,0,107
रशिला,0,107
महेन्‍द्र साह,1,107
गहनी देवी,0,107
तौलेश्‍वर,1,107
दम कुमारी,0,107
आविष्कार,1,107
शुभा,0,107
शरोज,1,107
मोती कुमार,1,107
चुन्नु,1,107
आशामाया,0,107
लली,1,107
युवराज कुमार,1,107
चंचला देवी,0,107
सुरज राज,1,107
वौए लाल,1,107
ठक कुमारी,0,107
जगमति,0,107
नविता कुमारी,0,107
जयराम साह,1,107
मालो देवी,0,107
भुपिन्द्र,1,107
राते,1,107
वीणा कुमारी,0,107
धरोहरी,0,107
निर्प बहादुर,1,107
वुद्धी मान,1,107
अहमद अली,1,107
सत्य देवि,0,107
मनी कला,0,107
प्रेम लक्ष्मी,0,107
फुलपतिया,0,107
राइमती,0,107
कमला पति,1,106
राज कमल,1,106
वुध कुमारी,0,106
सुमा कुमारी,0,106
सरजुग,1,106
कल्दरी,0,106
बने,1,106
कुमारी देवि,0,106
रामचन्‍द्र साह,1,106
रामी राम,1,106
डिल्लि प्रसाद,1,106
चन्‍द्र प्रकाश,1,106
पूर्ण केशरी,0,106
कोठारी,1,106
रामाशंकर प्रसाद,1,106
चुनिया,0,106
अन्जन कुमार,1,106
राम पती,0,106
सब्बु,0,106
पद्‍म कुमारी,0,106
रतन माया,0,106
डोली,0,106
समिक्षा कुमारी,0,106
हरि सुन्दर,1,106
वेलमती देवी,0,106
शायरा,0,106
नजवुन,0,106
हेमनारायण,1,106
खर्ग बहादुर,1,106
सुन्नरी,0,106
सुर्जमती,0,106
मोहन थापा,1,106
जीवन लाल,1,106
हिर बहादुर,1,106
मालती,0,106
खुमान सिंह,1,106
राजमती कुमारी,0,106
राजेन्द्र प्रशाद,1,106
छक बहादुर,1,106
कलवती,0,106
उचित लाल,1,106
ज्ञानुका,0,106
हुम राज,1,106
लालु कुमार,1,106
कैलासी देवी,0,106
दया वती,0,106
आदर्श कुमार,1,106
अनुराज,1,106
चित्ररेखा कुमारी,0,106
बिमल बहादुर,1,106
राजा कुमार,1,106
राम सरोज,1,106
टिकालाल,1,106
अमृत थापा,1,106
मकेश्वर,1,106
जयकान्त,1,106
दुल बहादुर,1,106
सिता कार्की,0,106
मंगलि,0,106
आशिष थापा,1,106
रेणु माया,0,106
शारादा,0,106
सारु,0,106
जाल कुमारी,0,106
गोपि,0,106
अरुण देवी,0,106
महन्त,1,106
श्रीबहादुर,1,106
विसम्भर,1,106
केबल,1,106
मति प्रसाद,1,106
रामधन,1,106
बिष्णु देव,1,106
निर्मला वि,0,106
सरस्वती राना,0,106
भरत मान,1,106
निमानन्द,1,106
नेत्रा,0,106
सचिन,1,106
झुना देवी,0,106
सरुली,0,106
लतिफन,0,106
लोकेश कुमार,1,106
निशान,1,106
मर्नी,0,106
अन्जु,0,106
नयन कुमार,1,106
जनी,0,106
इन्दिरा,0,106
सुमन राना,1,106
मंगल मान,1,106
सुफिया,0,106
प्रनिसा,0,106
लहरी,0,106
जोगीन्दर,1,106
लिला सरा,0,106
प्रतिभा,0,106
जस मति,0,105
भक्‍त कुमारी,0,105
खर बहादुर,1,105
जैसी,1,105
हसन तारा,0,105
हिरिया,0,105
दुर्ग माया,0,105
आचल,0,105
कान्ति कुमारी,0,105
सुदमा देवी,0,105
दानकला,0,105
रतिभान,1,105
मोहन केशरी,0,105
सुधाकर,1,105
मनीसा,0,105
राजु देबी,0,105
मन्सरी,0,105
चुलाई,1,105
बिस राम,1,105
फुडोमा,0,105
जसोधा कुमारी,0,105
दरवारी,1,105
यममाया,0,105
सुन्दरीया,0,105
वौवा लाल,1,105
सरस्‍वती,0,105
देव कुमारि,0,105
रामपुकारी,0,105
कलामुन निसा,0,105
आस्‍था,0,105
शिउ कुमारी,0,105
करवीर,1,105
सनिश,1,105
नदी,0,105
धनु देवी,0,105
धनपैत,1,105
चामु,1,105
देवा नन्द,1,105
विल माया,0,105
सर्जु,0,105
मनी प्रसाद,1,105
खगेन्द्र कुमारी,0,105
मिना खत्री,0,105
इन्द्रा देवि,0,105
श्‍यामकली,0,105
जुनकिडी,0,105
सुनिता पौडेल,0,105
भृकुटी,0,105
ठागा,1,105
निर्मल राज,1,105
सँगीता,0,105
मैन कला,0,105
तोय बहादुर,1,105
काईली माया,0,105
बिस्नी,0,105
तन बहादुर,1,105
कल्लाने,1,105
चरण,1,105
विश्‍वराम,1,105
भग्गन,1,105
नितेस,1,105
खिला नाथ,1,105
माना,0,105
वेगम,1,105
सोनाबती देवी,0,105
विश्वनाथ प्रसाद,1,105
चुनु,1,105
राधाकृष्‍ण,1,105
टोपाराम,1,105
विरमती,0,105
बीर सिंह,1,105
भोले,1,105
नुजहत,0,105
शन्तोष कुमार,1,105
उद्धब बहादुर,1,105
राज किरण,1,105
कारी राम,1,105
नौशाद,1,105
रुन्चे,1,105
भवी सरा,0,105
जुनकिडी देवी,0,105
रबिन,1,105
पाउनी देवी,0,105
सिमरिखिया,0,105
जगदिश महतो,1,105
साविरा,0,105
सुरेन्द्र ठाकुर,1,105
हरिबहादुर,1,105
जगु माया,0,105
दुज बहादुर,1,105
उमिता,0,105
सुरिता,0,105
जंगी,1,105
पेम्बा छिरिङ,1,105
हितमान,1,104
निरज बहादुर,1,104
श्याम चन्द्र,1,104
राम भरत,1,104
सुन्दर कला,0,104
कृष्‍णे,1,104
श्रीकिसुन,1,104
हसिरन,0,104
होमलाल,1,104
मोहम्मद हनिफ,1,104
फुलेश्वरी देवी,0,104
नमा कुमारी,0,104
हिरा देबि,0,104
सन्‍तराम,1,104
न्याउरी,0,104
राममणि,1,104
धर्मा देबी,0,104
कलिमुन,0,104
अभिनाश कुमार,1,104
कृष्ण शोभा,0,104
अनन्दी देवी,0,104
सुर्य राज,1,104
चम्पी,0,104
मिङमा दिकी,0,104
भदे,1,104
सुघरी,0,104
मायालु,0,104
दिलाराम,1,104
जुजु काजी,1,104
मुखलाल,1,104
धन बिर,1,104
वीमला,0,104
बाला कृष्ण,1,104
सान्‍नानी,0,104
मतिना,0,104
सरद कुमार,1,104
देउती माया,0,104
प्रज्जवल,1,104
गिरजा कुमारी,0,104
शंख माया,0,104
सारीका,0,104
दिनेश लाल,1,104
खुइती,0,104
सजीना,0,104
लक्षमिनिया,0,104
पुरन वहादुर,1,104
रामएकवाल प्रसाद,1,104
विनोद दास,1,104
अनारवती देवी,0,104
जैबुन निसा,0,104
शेर कुमारी,0,104
रंगीता,0,104
ज्ञानचन,1,104
गोरखनाथ,1,104
गुरु बहादुर,1,104
रामदिनेश,1,104
मधु कला,0,104
भुप ध्वज,1,104
वेदनिधी,1,104
अनुराधा देवी,0,104
जेद बहादुर,1,104
जलेश्वरी देवी,0,104
श्री कला,0,104
प्रदेश,1,104
सुबिता,0,104
मो. आलम,1,104
मनविरे,1,104
सुरसति,0,104
वल कुमारी,0,104
सुकु कुमारी,0,104
कौशल्‍या,0,104
रामबावु,1,104
अस्‍मिता,0,104
जोगिन्‍दर,1,104
सम्‍झना कुमारी,0,104
दिनानाथ साह,1,104
जिवछ साह,1,104
पञ्चराम,1,104
बुद्धराम,1,104
यम्बर बहादुर,1,104
प्रेम लता,0,104
खुशी माया,0,104
भुजी,0,104
कमाल,1,104
धरु देवी,0,104
आइतमान,1,104
रुप रानी,0,104
राम सुन्दरी,0,104
देवसरी,0,104
सन्त राज,1,104
काजीराम,1,104
सहिरा,0,104
हुमे,1,104
हेमन्त कुमारी,0,104
विन्देश्‍वर साह,1,104
हरीकृष्ण,1,104
नरवीर,1,104
हुत राज,1,104
नानुका,0,104
दीनेश,1,104
चुमान,1,104
हिरु,1,104
सुन्तली,0,104
सहोदरी देवी,0,104
ध्रुर्व,1,104
इन्‍द्रकला,0,104
दत्त राम,1,104
रामपृत साह,1,104
लाछु देवी,0,104
मनोहरी,1,104
सम्पूर्ण,1,104
मजरुल,1,104
भगेलु,1,104
नौमाया,0,103
जगत राज,1,103
यामु,0,103
चाखुडी देवी,0,103
जुगुरी,0,103
पिम लाल,1,103
मधु राम,1,103
मनान,1,103
चिरी काजी,1,103
टोपेन्द्र बहादुर,1,103
बिमली,0,103
लेख नारायण,1,103
पिमला,0,103
सूर्य नाथ,1,103
बदली,0,103
हरी मायाँ,0,103
राजेन्द्र ठाकुर,1,103
खिर कुमारी,0,103
पियुष,1,103
धाना देबी,0,103
खिममाया,0,103
पदम पानी,1,103
सोमति,0,103
खिमला,0,103
इनरावती,0,103
अकल,1,103
गंग माया,0,103
घुरण,1,103
अब्दुल हक,1,103
नारायण राज,1,103
विसे,1,103
पद्‍मा कुमारी,0,103
रम्मा कुमारी,0,103
ढाटी,0,103
मेघ माया,0,103
खण्टी देवी,0,103
धनवती,0,103
शुसीला देवी,0,103
पवित्र कुमारी,0,103
सरो कुमारी,0,103
प्रियका,0,103
अजमती,0,103
सफिया,0,103
सन्सरी माया,0,103
भानु प्रसाद,1,103
तारानन्द,1,103
लालो,1,103
तसलीमा,0,103
कारीचन,1,103
गिता बहादुर,1,103
छलीमाया,0,103
ठाकुर नाथ,1,103
नाम्गेल,1,103
भोजिया,0,103
छटु,1,103
प्रभु लाल,1,103
मनकाजी,1,103
गुरुदयाल,1,103
ज्ञानराज,1,103
सारदा,0,103
सुदामा प्रसाद,1,103
भिमकान्त,1,103
सहनशिला,0,103
मोतीमाया,0,103
मकसुदन,1,103
गयानन्द,1,103
कनिजा,0,103
अमर दिप,1,103
बौका,1,103
इन्द्र कुमारि,0,103
पित बहादुर,1,103
रुपी माया,0,103
इन्‍द्र कला,0,103
बच्चेलाल,1,103
प्रणिता,0,103
ठूलीमाया,0,103
अनिता वि,0,103
सकल,1,103
मुनर,1,103
अन्जला,0,103
दन्ता,0,103
देवरानी,0,103
चेत लाल,1,103
सिन्दु,0,103
सुनपुरा,0,103
जुल्फे,1,103
इश्‍वर लाल,1,103
कृष्णा देवि,0,103
लक्ष्‍मीनीया,0,103
रमिया,0,103
वुद्धि सरा,0,103
लोकेश बहादुर,1,103
अरुण कुमारी,0,103
कलाबती,0,103
बचनी देवी,0,103
सामवती,0,103
शम्भु राम,1,103
नरिमा,0,103
मरछीया देवी,0,103
श्रीमती जानकी,0,103
महमद आलम,1,103
लिसा,0,103
रामपुरा,0,103
सुनयना देवी,0,103
इमान बहादुर,1,103
चेतमाया,0,103
शम्भू,1,103
खगमाया,0,103
सोमरिया देवी,0,102
ददि राम,1,102
सानुबाबु,1,102
कोशीला कुमारी,0,102
राजु देवि,0,102
लक्ष्मी के,0,102
डम्वर सिं,1,102
वाले,1,102
किसमती देवी,0,102
जयनारायण प्रसाद,1,102
मोहन काजी,1,102
रोमहर्ष,1,102
राजवति,0,102
सिदार्थ,1,102
रुपम,0,102
बुझाउन,1,102
मुख्तार,1,102
इच्छा राम,1,102
केशु,1,102
कमला के,0,102
बुधनि,0,102
अर्चना,0,102
दर्गा प्रसाद,1,102
चिरन्जीवि,1,102
सुगीया देवी,0,102
करबिर,1,102
लिलु,1,102
फरमुद,1,102
जिलेविया,0,102
सागर कुमारी,0,102
मंजय कुमार,1,102
पम्फा देवि,0,102
सोनु राम,1,102
रेउती,0,102
दौलत देवी,0,102
फुलवती देवी,0,102
जमन सिंह,1,102
चाखुडी,0,102
सोमी माया,0,102
लगन बहादुर,1,102
मनतोर,0,102
रोबिन,1,102
डिल्‍लीराम,1,102
शसिली,0,102
पुन्य माया,0,102
निर्दोष,1,102
मुकुन्द कुमार,1,102
बैध नाथ,1,102
निष्ठा,0,102
बुद्द बहादुर,1,102
लाल शोभा,0,102
रजनी,0,102
नेमा कुमारी,0,102
दिपा पुन,0,102
गान्धी,1,102
दीलमाया,0,102
मेग वहादुर,1,102
कालिराम,1,102
नानि मैया,0,102
होस नारायण,1,102
दिप चन्द्र,1,102
धन लक्ष्‍मी,0,102
उमेश थापा,1,102
खुमान सिं,1,102
कान्ता कुमारी,0,102
हरिनाथ,1,102
माधव लाल,1,102
भूमि सरा,0,102
बसु माया,0,102
अनिरुद,1,102
पुन कला,0,102
भुपेन्द्र राज,1,102
लालवीर,1,102
कोपिला माया,0,102
गुलजार देवी,0,102
रम्बा देवी,0,102
रोजि,0,102
राम प्रबोध,1,102
पुष्कर सिंह,1,102
चेतन बहादुर,1,102
निरन्‍जन,1,102
मनधरी,0,102
अलका कुमारी,0,102
नेवालाल,1,102
महादेव साह,1,102
कुम्भ,1,102
पबिना,0,102
सरोजनी,0,102
बच्चे लाल,1,102
भिमसरी,0,102
नर हरि,1,102
सुखी लाल,1,102
अकबर अलि,1,102
निरोज,1,102
निर्मला पुन,0,102
अबिषेक,1,102
शान्त राज,1,102
वृजकिशोर,1,102
भद्र,1,102
तिलक मान,1,102
जगन नाथ,1,102
नगेन्‍द्र,1,102
अजमल,1,102
डिल्लिराम,1,102
नारुली देवी,0,102
कलु देवि,0,102
सावित्रि कुमारी,0,102
पुजना,0,102
इन्द्र सिह,1,102
सुमान,1,102
फुल झरिया,0,102
आशो कुमारी,0,101
मायारानी,0,101
सिमला,0,101
छवी,0,101
अब्दुल रहीम,1,101
भागा देबी,0,101
म‌ंगली,0,101
सुनरवती देवी,0,101
वली,0,101
गुरु,1,101
हरिन्दर,1,101
गुरु देव,1,101
अकवर अलि,1,101
भरतलाल,1,101
सदरुल,1,101
कृष्ण शरण,1,101
लसता,0,101
चोक माया,0,101
राजाराम साह,1,101
पहल,1,101
अनार वती,0,101
जोसना,0,101
जीत,1,101
रोमकला,0,101
कबिर,1,101
सेम बहादुर,1,101
मसीनी,0,101
जग देव,1,101
अनोखा,0,101
चिमा,0,101
इसरवती,0,101
जुम बहादुर,1,101
पवित्रा पुन,0,101
ईश्‍वरा देवी,0,101
द्रोण कुमारी,0,101
कृष्ण देबी,0,101
बुद्ध,0,101
अस्‍मीता,0,101
पंफा माया,0,101
समीम,1,101
थम वहादुर,1,101
वसीर,1,101
सन्देस,1,101
जागृती,0,101
कला देबी,0,101
गनि सरा,0,101
समीमा,0,101
कालावती,0,101
भरुनी,0,101
सानो,0,101
कल्पना पौडेल,0,101
सिम बहादुर,1,101
पुष्पा माया,0,101
बिष्णी,0,101
राम कलिया,0,101
द्रौपती देवी,0,101
सौकत,1,101
मंसिरा,0,101
ठुलीकान्छी,0,101
कम्माने,1,101
सिरे,1,101
नागेन्द्र राउत,1,101
कल्पी,0,101
देशराज,1,101
चन्दन देवी,0,101
चैति,0,101
उमनाथ,1,101
सुष्‍मिता,0,101
ऋषि माया,0,101
मैरुल,0,101
बनी,0,101
जेठी माया,0,101
छिरीङ,0,101
पार्वती घर्ती,0,101
छत्र राज,1,101
सुर्यलाल,1,101
लालुमाया,0,101
नम,1,101
हिमकली,0,101
महगी देवी,0,101
ठगिया देवी,0,101
टुल्की देवी,0,101
आन सिह,1,101
विर्मा कुमारी,0,101
विश्वजित,1,101
पुन्न बहादुर,1,101
विजिता,0,101
करन सिं,1,101
गंग,1,101
सिव बहादुर,1,101
रिहाना,0,101
सियापती,0,101
दल कुमार,1,101
रुही,0,101
जोग वहादुर,1,101
प्राण माया,0,101
मंगल कृष्ण,1,101
कान्छी,0,101
विण्णु प्रसाद,1,101
कृ्ष्ण बहादुर,1,101
सराज,1,101
जीतनी,0,101
मञ्जरी,0,101
चन्दना,0,101
हरिचरण,1,101
बिणा देवी,0,101
संगिता वि,0,101
जिबन कुमार,1,101
रन्‍जिता,0,101
ज्ञानीमाया,0,101
प्रिति माया,0,101
हुकुम वहादुर,1,101
अस्मीता कुमारी,0,101
सुरेश लाल,1,101
डेनी,1,101
पहुनिया,0,101
टिका,0,101
भवानि,0,101
मौजे,1,100
रकिवा,0,100
सितु,0,100
सुबास,1,100
साजो देवी,0,100
विल कुमारी,0,100
परम,0,100
भबिसरा,0,100
रबिना,0,100
सुसन,1,100
छिरिङ डोमा,0,100
डण्ड पानी,1,100
प्रवेज आलम,1,100
निरण,1,100
अवि नारायण,1,100
पल्टा,1,100
सुकमरीया,0,100
जुना देवि,0,100
मन्तुरा,0,100
दलसरी,0,100
भान मती,0,100
मकर वहादुर,1,100
तुलसी दास,1,100
रानीवती देवी,0,100
राज विर,1,100
जङ्ग वहादुर,1,100
हस्त विर,1,100
वसन्धरी,0,100
डिल कुमारि,0,100
चन्देश्वर साह,1,100
दिल,0,100
मानो कुमारी,0,100
चक्र राज,1,100
प्रमोद राउत,1,100
जिता कुमारी,0,100
बालिका कुमारी,0,100
लक्षमी,1,100
बतही देवी,0,100
डोली माया,0,100
श्‍यामवती,0,100
मने,0,100
शान्ति,0,100
ललिता,0,100
अन्तरी माया,0,100
पुनमाया,0,100
पान मती,0,100
कृण्ण कुमारी,0,100
झुपरी,0,100
भरत मणी,1,100
सुप्रिना,0,100
अन्तिमा कुमारी,0,100
टुल्की कुमारी,0,100
विश्‍व कुमार,1,100
चन मती,0,100
नुर कुमारी,0,100
नन्न कला,0,100
धनु कुमारी,0,100
मोहम्मद आरिफ,1,100
राम सवारे,1,100
थुमा कुमारी,0,100
राम वरन,1,100
ऐता,0,100
धर्म रत्‍न,1,100
राजेश दास,1,100
जलेसा,0,100
रत्नकली,0,100
निर्मला शर्मा,0,100
जलधरा,0,100
फुलझरिया देवी,0,100
अम्बरे,1,100
गगन कुमारी,0,100
गोकुल कुमार,1,100
परस राम,1,100
लालसिं,1,100
सुखी,0,100
जयप्रकाश प्रसाद,1,100
डम्म,1,100
रामदेब,1,100
अंजली देवी,0,100
डम्मर सिह,1,100
भिम सरी,0,100
शशिली,0,100
कर्णबहादुर,1,100
राम जस,1,100
कौशला,0,100
लिलु,0,100
नकुल प्रसाद,1,100
पुष्‍प कुमारी,0,100
बसुन्धारा,0,100
नामदेव,1,100
ज्यान माया,0,100
दिल नाथ,1,100
पार्वता कुमारी,0,100
तुली कुमारी,0,100
मनधरा,0,100
विजय महतो,1,100
सनि सरा,0,100
सान नानी,0,100
खिला,0,100
कमान सिङ,1,100
अम्बा देवी,0,100
सउनी,0,100
खजनी देवी,0,100
फुलमती कुमारी,0,100
रु माया,0,100
रोश्‍नी,0,100
कृष्णबहादुर,1,100
सितरानी,0,100
अलगु,1,100
इश्वरी,0,100
कालो,0,100
फेकन साह,1,100
मधुरी,0,100
नरदेवी,0,100
जगनी देवी,0,100
इन्द्रराज,1,100
देवकुमारी देवी,0,100
सिरु,0,100
अन्त बहादुर,1,100
हरिकला,0,100
अविराज,1,100
सुदिप थापा,1,100
गुजेश्‍वरी,0,100
घुर्नी,0,99
नुतन देवी,0,99
सुक मति,0,99
पूर्णे,1,99
रिसब,1,99
सुरेन्दर,1,99
प्रभाष,1,99
सुर्य,0,99
शंकरे,1,99
मचा नानी,0,99
महन,1,99
सागैर,0,99
संगिता देवि,0,99
रस्ना,0,99
कामिस्या,0,99
हिरालाल महतो,1,99
सलमा खातुन,0,99
एकिन्द्र,1,99
बसन्तराज,1,99
रवि माया,0,99
प्रेमनारायण,1,99
महेन्‍द्र बहादुर,1,99
बबि,1,99
वुद्ध लक्ष्मी,0,99
ताराचन्द्र,1,99
हरिप्रिया,0,99
पिंकु,0,99
रुमाना,0,99
हुम कान्त,1,99
मित्रा,0,99
युवा,0,99
सारु देवी,0,99
महारुप,1,99
दिवान,1,99
कृष्ण दास,1,99
खुन बहादुर,1,99
फूलो कुमारी,0,99
जोनिया,0,99
रुबि कुमारी,0,99
नरी कुमारी,0,99
पर्वतिया,0,99
भगवति देवी,0,99
जसवीर,1,99
नर मती,0,99
लाटी माया,0,99
तुला राज,1,99
जमील अहमद,1,99
अम्बिका,0,99
